Stock Item!Box ELB7.2 STM Fully Wired!Box Lock-in Fully Wired!Card Lock-in SLIA!Card NanoREV7.2-HVA-STM!Card NanoREV7.2-MB-STM!STM Assembly Air Shield!STM Assembly Scan-Head 2.0!STM Assembly Vib!
# Cable Feedback Monitor (External)!!!!!!!!!
# CABLE ROUND SHLD 02CORE!!!!!!!!!
# CABLE ROUND SHLD 08CORE!!!!!!!!!
# CABLE ROUND SHLD 15CORE!!!!!!!!!
# CONN BNC 3PIN M/F!!!!!!!!!
#CONN DTYPE 9 PIN M PM/ST!!!!!!!!!
#CONN TERM 03PIN M/F LB!!!!!!!!!
#CONN TERM 05PIN M/F LB!!!!!!!!!
#NUT SS M8x1/8",,
# SLEEVE SHRINK 1.5MM"!!!!!!!!!
# SLEEVE SHRINK 2.5MM!!!!!!!!!
# SLEEVE SHRINK 3.5MM!!!!!!!!!
# SLEEVE SHRINK 4.5MM!!!!!!!!!
# SLEEVE SHRINKING 01MM!!!!!!!!!
# SLEEVE SHRINKING 02MM!!!!!!!!!
# SLEEVE SHRINKING 03MM!!!!!!!!!
# SLEEVE SHRINKING 04MM!!!!!!!!!
# SLEEVE SHRINKING 05MM!!!!!!!!!
# SLEEVE SHRINKING 06MM!!!!!!!!!
# SLEEVE SHRINKING 07MM!!!!!!!!!
# SLEEVE SHRINKING 10MM!!!!!!!!!
# SLEEVE SHRINKING 20MM!!!!!!!!!
# SLEEVE SHRINKING 35MM!!!!!!!!!
# WIRE BLACK!!!!!!!!!
# Wire Cu Lmd AWG 29 Dia=0.28mm!!!!!!!!!
# WIRE GREEN!!!!!!!!!
# WIRE RED!!!!!!!!!
# WIRE YELLOW!!!!!!!!!
203181-5G Dysprosium(III) Oxide!!!!!!!!!
204854-5G Vanadium(V) Oxide!!!!!!!!!
215821-5G Vanadium(IV) Oxide!!!!!!!!!
263087-10G Gadolinium Chips!!!!!!!!!
2 CORE SHIELDED FLAT CABLE ASSEMBLY!!!!!!!!!
328626-10G Yttrium Barium Copper Oxide!!!!!!!!!
64X128-Graphical-LCD-Adaptor-Card, REV-1!!!!!!!!!
704261-10g Lanthanum Strontium Manganite!!!!!!!!!
8mm Pipe for Gas Welding!!!!!!!!!
ACCESSORIES FOR DAQ1008!!!!!!!!!
Acrylic!!!!!!!!!
Acrylic Th=12mm  Jet Black (VIB)!!!!!!!!!
Acrylic Th=4mm Jet Black  (TFA)!!!!!!!!!
Acrylic Th=8mm Jet Black (ELB)!!!!!!!!!
ACTM!!!!!!!!!
ACTM BOX ASSEMBLY!!!!!!!!!
ACTM LVDT CABLE!!!!!!!!!
ACTM LVDT CARD!!!!!!!!!
ACTM MAIN CARD!!!!!!!!!
ACTM / MCTM  S.M Cable!!!!!!!!!
Actm Relay Card!!!!!!!!!
ACTM  RS485 CABLE ASEMBLY!!!!!!!!!
ACTM RS485 CONVERTER CARD!!!!!!!!!
ACTM RS485 CONVERTER  (COMP.)!!!!!!!!!
ACTM RS485 Main Card!!!!!!!!!
ACTM R.V CABLE ASSEMBLY!!!!!!!!!
ACTM SERIAL CABLE ASSEMBLY!!!!!!!!!
ACTM Solenoid Mounting Block!!!!!!!!!
ACTM SOLENOID RELAY CARD!!!!!!!!!
ACTM THIMBLE ASSEMBLY!!!!!!!!!
ACTM UPGRADE!!!!!!!!!
Adaptor 12V 4Amp SMPS!!!!!!!!!
Adaptor AC/DC Panasonic (STM)!!!!!!!!!
Adaptor Laptop Dell 90W!!!!!!!!!
ADD-ONS!!!!!!!!!
Adjustable Module!!!!!!!!!
AFM Assembly ELB!!!!!!!!!
AFM Assembly Piezo Head!!!!!!!!!
AFM Assembly Scan-Head!!!!!!!!!
AFM Assembly VIB!!!!!!!!!
AFM Lock-in R0!!!!!!!!!
AFM Sumiprobe Tip-Kit R0!!!!!!!!!
Agilent DSOX2000-805-LAN/VGA Module!!!!!!!!!
Agilent DSOX2014A, Digital Storage Oscillo!!!!!!!!!
AIR Camera Stand!!!!!!5 qty!!!
AIR Shield Transparent Base!!!!!!5 qty!!!
AIR Shield Transparent Cover!!!!!!5 qty!!!
Analog Pirani Gauge!!!!!!!!!
Angle Aluminium 12.5x12.5x1.6mm!!!!!!!!!
Angle Aluminium 12.5x12.5x3mm!!!!!!!!!
Angle Aluminium 19x19x3mm!!!!!!!!!
Assembly 4-Probe Sample Stage
!!!!!!!!!
BAR HORZ!!!!!!!!!
BASE FEET   (G25)!!!!!!!!!
BATTERY   3V  LITHUM     (F7)!!!!!!!!!
BEAKER!!!!!!!!!
Bearing NBC-LS 12-1/2!!!!!!!!!
Bellows!!!!!!!!!
BERG STRIP 40 PIN  L-BENT!!!!!!!!!
BERG STRIP 40PIN ST!!!!!!!!!
BERG STRIP 40X2 PIN STRAIGHT!!!!!!!!!
BH-24VoltsDC!!!!!!!!!
BH57SH51-2804LA-NC!!!!!!!!!
BH-MSD-4.5A!!!!!!!!!
Bi2Te3          (ALM)!!!!!!!!!
BILED SMD LTST-C235KGKRKT!!!!!!!!!
Blank BF (1)"!!!!!!!!!
Board Ceramic T=50mm!!!!!!!!!
BOLT M14 MS   (F29)!!!!!!!!!
BOX ACTM 21/63T/264D"!!!!!!!!!
BOX ALUMINIUM 1455B80RD!!!!!!!!!
BOX ASSEMBLY DAQ1008!!!!!!!!!
BOX DASTA -  2U/42T/324D!!!!!!!!!
Box ELB6 Fully-Wired!!!!!!!!!
Box ELB7.2 STM Fully Wired!!!!!!!!!
Box ELB7 Fully Wired!!!!!!!!!
Box Hi-Res!!!!!!!!!
Box HiRES Fully Wired!!!!!!!!!
Box Lock-in!!1 qty!!!!!!!
Box Lock-in Fully Wired!!!!!!!!!
Box MG-PS!!!!!!!!!
Box NanoPOS Fully Wired!!!!!!!!!
Box NanoVolt Meter Fully Wired!!!!!!!!!
BOX PQMS!!!!!!!!!
Box PS Fully Wired!!!!!!!!!
Box QAFE!!!!!!!!!
BOX QASC!!!!!!!!!
BOX QDA1008!!!!!!!!!
BOX QDA1032!!!!!!!!!
BOX QDA L412B!!!!!!!!!
Box QDA L414B-R3!!!!!!!!!
Box QDAL414B-R3 Fully Wired!!!!!!!!!
Box QDAM772E1B!!!!!!!!!
Box QDAM772E1B Fully Wired!!!!!!!!!
Box QDA MH77!!!!!!!!!
BOX QMUX-D16M!!!!!!!!!
Box QOKE!!!!!!!!!
BOX QOKE Fully-Wired!!!!!!!!!
Box QPiD!!!!!!!!!
Box QPiD Fully-Wired!!!!!!!!!
Box QPS!!!!!!!!!
Box QTM!!!!!!!!!
BOX RS485 CONVERTER!!!!!!!!!
BOX TIP FABRICATION UNIT!!!!!!!!!
Box Wired & Packed TCon!!!!!!!!!
Box XMGPS Fully-Wired!!!!!!!!!
Box XSMU Fully Wired!!!!!!!!!
Box XTCON Internal Wiring!!!!!!!!!
Brass Adaptor 1/4 to 1/8""!!!!!!!!!
Bridge Rectifier GBU1010!!!!!!!!!
BRIDGE RECTIFIER KBPC602!!!!!!!!!
